Post,Intensity
看到评论里说老师工资很高的，一个月1w5+的，我真的很想知道他到底是在哪个地方工作，这是我一年的全部收入，这是没有扣除五险一金的总收入，扣掉了一年也就顶多6w出头? ,-0.6
虽然不现实，但是支持，小时候不也是做好回家的么，从小就那么累也没见校内教育水平提高多少啊。想早点下班的话，减负呀? ,-0.6
无所谓了反正平时也是在学校写的? ,-0.6
我挺支持的。现在小孩子放学不是很早吗？规定一个小时给它写完，提高效率，老师管着不要吵不要抄就行。还是那句老话！你们给老师多发点工资呀！！? ,-0.6
啊啊啊啊啊啊啊啊啊，真的太好了，就应该这样，要不家长太累了2临汾? ,-0.6
课后服务也需要更多对老师的支持和理解，平衡家长和老师的需求。一次跟小学老师聊起现在每天带着孩子们在学校完成作业及批改，之后再进行第二天的备课工作，下班的时间也会相应延长2个小时左右。? ,-0.6
挺严肃认真的一个话题结果，哈哈哈哈哈哈哈哈? ,-0.6
攀登高峰，特别欣赏，思维独特，表现出色。? ,-0.6
家庭作业目的是巩固课上学的知识然而实际上谁放假回家会写作业这个起码还能让学生在假期多写点? ,-0.6
感觉不太现实，现在学生压力好大，家长压力也很大，还是适当减负吧，大家都轻松点? ,-0.6
讲道理，我们已经开始了，学校要求理科老师留校辅导，反正回家时间是推迟了? ,-0.6
建议是好建议，出发点很好，但是回家后没作业也还有其他补课网课拓展? ,-0.6
1.作业目的是复习知识。适当的作业，有利于孩子消化理解。2.如果在校内完成，要么推迟放学时间，要么占用正常上课时间。若是推迟放学，那么老师工作量加大，要不要提高报酬呢？如果占用上课时间，那么缩短学生课时，会不会有影响呢？3.这些年，我们因家庭作业，产生很多争议，也进行了很多尝试。目的就是创造更好学习环境，提高教学质量。收起全文d ,-0.6
高中那时候趁中午在学校狂写作业，回家就只剩语文? ,-0.6
强烈附议，减轻家长负担，还有放学接送的问题，延长到家长下班后去接吧? ,-0.6
是要在晚上给游戏一条生路？? ,-0.6
？我们高中每天下午2节自习课就可以完成一半剩下的一半就回去写? ,-0.6
支持但是感觉不太现实现在学生压力真的好大，家长压力也很大我同事天天下班就要赶回去教孩子? ,-0.6
虽然但是有的人都会在学校写完作业吧? ,-0.6
个人看法，杠精绕道。当然可以回家做作业，但是做完了就可以直接第二天交给老师修改呀，为啥要家长监督订正，改的都是满分有意思嘛！也有说法是给老师减负，可是现在的事实情况就是家长白天上班，晚上还得盯作业。老师是一项职业，但是家长做的也是自己的工作自己的职业，任何职业都应该做好自己的本责，家长负担过重这是事实，好多全职妈妈都是考虑到孩子的教育放弃了工作，进而导致单独育儿，父亲的养家负担也重了很多。落实教师的责任，给家长减负，本质上可以通过提高教师工资来解决，而不是口号。突然想起小时候，作业都是很快完成，一个小时不到吧，然后再做的是自己额外补充的资料进行巩固提升，自觉修炼成学霸。我觉得这才是一个比较健康的教育模式。收起全文d ,-0.6
现在师生、家长之间关于家庭作业这个问题，取消家庭作业也许可行，这样老师也轻松，家长也不愁作业了，孩子也能快乐成长，大家都有光明的未来? ,-0.6
合理的可以晚点走也有学习氛围方便师生交流? ,-0.6
虽然已经上大学了但我觉得这个做法可也希望作业能在学校完成? ,-0.6
建议没问题，老师留多少只是一方面，更多是看学生的做题效率、对知识的消化程度。不想写的，就算只留三道题，也给你拖到半夜，假装自己很努力。? ,-0.6
在学校完成作业，减轻学生负担 ,-0.6
支持！但是感觉不太现实现在学生压力大家长压力大教师压力也很大适当减负吧? ,-0.6
这个真的支持！我现在上班一天回到家，是另外工作的开始，每天基本上都是10点左右才弄完孩子，感觉都木有自己的时间了? ,-0.6
秋高气爽的九月，新的一周。开心?1，好运?1想出去旅游，各地去走走，享受这个世界，而不是企图理解这个世界。  L嗯是静静的微博视频 ?,-0.625
外院旁边就是师大，转学去师大吧向北走一站路就是政法和长安大，一样欢迎外院的妹子吧 ?,-0.625
这个提议不错，给孩子减轻负担了，童年也会充满快乐~ ?,-0.625
西安交大王树国校长，是个人才，他的毕业演讲百看不腻！ ? 2北京 ?,-0.625
助力一波，小村子的娃也想解封，吃水不忘挖井人，等好消息传遍西安各个高校 ?,-0.625
      我是赞同的。孩子该不该学奥数，作为80 90后的父母是最有发言权的了。优宝Mom儿时学奥数的惨痛经历，绝对是一辈子的阴影。 个人认为数学最关键的还是基础。奥数侧重的是多向和逆向思维，同样的一道问题，用各种不同甚至截然相反的办法去解答。奥数是数学基础以外的拓展。如果孩子连数学的基础知识都没有掌握好，去学奥数效果是可想而知，这样的奥数班只会让孩子不断受挫，打击自信，最后对数学彻底失去兴趣。基础做好，已经很好。 收起全文d,-0.625
 我要回家我想回家国庆想回家球球了 放假放假放假解封解封解封 我想回家过生日  2西安·西安理工大学曲江校区 ?,-0.625
于大多数大学生而言，我们是同意并且积极配合封校，但前提是要保障我们基本的生活质量不受影响。不从根本上解决问题而是一昧强硬压制只会换来震耳欲聋的呐喊声，而这种声音也会随之转化为实际行动。 ?,-0.625
支持！！！我们小时候就作业布置在黑板上，自己抄了回去做作业。现在花里胡哨的，太耗时耗力了，学生累，老师累，家长累。 ?,-0.625
哇还是你们够刚（来自某广东高校同封闭管理的围观） 2湛江·广东海洋大学本部 ?,-0.625
99%的考研人在复习过程中都享受了前辈经验分享带来的福利。 ?,-0.63
向内诉求无果的情况下 向外求助也许是在这个媒体时代的最好选择 方法也许有些激进 但良药苦口希望校方能够重视思考学生的需求 我爱西外 所以希望她更好 ?,-0.63
感觉挺有必要的，现在天天网上布置作业，难为多少家长。虽然我没孩，但是感觉也是这样，因为我的打印机已经在我姨家半年了姨家小妹才上一年级就天天网上发作业 ?,-0.63
客观 理性 遵守规则 但是也一定要做一个有温度的人 2郑州·郑州航空工业管理学院(东区) ?,-0.638
其实各有利弊吧对于有些留守儿童其实不是很友好 ?,-0.638
 视频展示 2西安·西安外国语大学(长安校区) O网页链接 ?,-0.638
   我们有自己的思想，我们要求尊重！我们要求一视同仁！,-0.638
我们学校也差不多，国庆回去也不一定，啊啊啊啊啊啊，要死了 ?,-0.638
  我出去录个歌都得小心翼翼 2西安·西安外国语大学长安校区 L萨萨超级飒的微博视频 ?,-0.644
家长们，有时候承认自己的普通，并接受自己的孩子也很普通，那样你们的亲子关系会好很多。        中国的家长总是“望子成龙，望女成凤”，可孩子也是一个独立的个体，不要把自己的梦想寄托在他身上。不是所有的事，只要加上爱与付出，就可以被美化！ ?,-0.646
东北的大学都看看吧，国庆只放一天，还都没说寒假提不提前放，餐厅饭价都提高了不少。 ?,-0.646
这个建议真的对我们这种普通孩子特别友好 L影娱的微博视频 ?,-0.646
非常感谢院士提案。作为一个普通孩子家长，经历了一段这样的历程。周围人都说要学奥数，也跟着随大流让小朋友去学了一段时间，发现她跟不上这种超前学习的方式，而且奥数班的作业很多，最后让她对课内数学学习也有了抵触。我赶紧止损，给她停了奥数课，同事都说我心太大竟然放任自流，不过这两年看着孩子慢慢恢复数学的自信，去书店自己愿意看一些数学思维的故事书，感觉还是挺欣慰的。每个孩子都有自己的特点和兴趣点，不能一刀切人云亦云，希望这种类似的考核指挥棒也能改一改。 收起全文d,-0.646
 啊那我们小破上兰皇家学院还是不错的虽然校外人也可以进来取快递但必须刷身份证物价我觉得也还好快递一开始不方便后来也都搬到校内了学校还和青桔签了约投了一批小车车还是很方便的 ?,-0.646
外国语大学的外国人太多了，是不是有特别的考虑？不过西安整体而言一切满正常的，希望学校能妥善处理，还有就是大家一定戴好口罩，注意安全！这不周末刚下雨，接下来还有雨，寒冷开始后，第二波疫情会不会发生谁也说不好！ ?,-0.646
生而无腮我很抱歉 2西安·西安外国语大学(长安校区) ?,-0.646
为了疫情防控而封闭管理其实是没有问题的。但是既然实行这项制度，就要真正把好关，而现在校外人员可以随意进出学校，这样的封闭管理又有什么意义呢？且学校在封闭管理时，更要切实的保障学生的基本生活需求，学校这样的做法就是充当甩手掌柜，只是丢个文件、制度，对学生置之不理 ?,-0.646
这样真的挺好。孩子们没有依赖了，才能养成自己记作业的好习惯 2南京 ?,-0.646
支持  快点全国落实 2上海·绿地名人坊 ?,-0.652
虽然进行封闭式管理是考虑学生的安全，但是不能外出学生在校内的生活需求也应该得到关注。学生在寝室楼集体呐喊，时间持续那么长，说明问题的积累太多达到爆发的临界。校方应该正面回应，积极处理，尽可能改善封闭的校园生活环境，给学生创造一个合适的校内生活条件。 ?,-0.652
可能是我昨天出去了，我没有太生气，但是还是希望早点解封 ?,-0.659
很赞同这样的做法，现在确实有很多孩子们都喜欢上了手机。都不好好学习啦。············ ?,-0.66
哈哈，以前表弟的英语作业很多都是手机上进行的 ?,-0.66
希望学校多理解学生，关爱学生，保障学生的合法权益！！ ?,-0.66
开学日，敲黑板开学健康第一课抵抗力好，身体好，学习才更好每天2杯帕力亚多骆驼乳新学期更有竞争力！帕力亚多旗舰店? ,-0.667
O世卫组织：连续6周减少后欧洲新增确诊再度上升? ,-0.667
这个建议挺好的。以前V就读的学校在放学前都有一堂功课辅导课，就是给孩子们做作业的，遇到不会的题老师就现场统一辅导掉了，孩子们也很专注，效率也挺高。放学回家，该运动运动，该艺培艺培，该疯玩疯玩，该补习补习，单就从辅导作业方面，双职工家长能轻松不少。? ,-0.667
那就太好了。家庭作业，应该是家务，而不是学校作业。现在的家庭作业，应该是课后作业。? ,-0.667
我觉得全部完成可能不太现实但现在学校增加了弹性离校时间可以完成小部分? ,-0.667
国际庄交警蜀黍自己的感受，比道理重要，慢慢变好，才是给自己最好的礼物。早安～? ,-0.667
应该是认真完成，书写工整，可以家长补贴点给学校发给老师，毕竟以前都是回家做作业? ,-0.667
这个事真的好，不想再让小时候发生的事在发生在孩子身上，每天做不完的作业，还没有效果? ,-0.667
作为当年减负第一批实验的亲历者，我好像就是在校就完成作业的? ,-0.667
好像现在的学校和自己小时候完全不一样了。? ,-0.667
想起来以前初中真的好幸福，每天下午最后一节课都是自习，能把作业完成一半，放学就背着三四本书，买包辣条，骑着自行车，和朋友一起聊天，回到家就是干饭，吃完饭再写会作业，偶尔看会电视，九点多就能睡觉? ,-0.667
支持！尤其是现在的环境，不仅孩子要做作业，家长也要跟着一起做，不知道学习是给谁学的？最好是校内完成随堂作业，家长可以轻松不少。? ,-0.667
不要无脑黑吧，我们这里小学已经这样试验一年多了，父母自己选择要不要晚放学一个小时，5点去接，老师辅导完成作业然后教一些课外辅导，父母小孩都轻松，因为之前放学后很多父母忙的，爷爷奶奶也不会就送辅导班，有小孩出车祸了。学校搞的这个，家长们都支持。? ,-0.667
我个人支持，孩子学校完成作业的效率要比在家完成的效率高很多。我们学校周三是无家庭作业日，所有的作业在校完成，放学时间不变。? ,-0.667
才知道昨天冲上热一了我们邵校出圈了？！确实是一个容易引起争议的话题...希望邵校长不要因为某些言论而不开心? ,-0.667
这样的建议挺好的，我初中每天累一天回家还要写作业，然后直接睡觉? ,-0.667
[米奇比心]这个建议对于家长来说，可能比较赞成，因为在学校完成家庭作业，肯定作业质量比较好，但是有一个现象就是老师布置的课后作业其实并不多，只是我们家长会给孩子布置额外的作业，来达到巩固的作用，这是比较符合中国教育现状的，大环境不改，小环境其实改变还是比较难的…不知道大家怎么看呢？2苏州·首创?悦都收起全文d ,-0.667
1.学生在学校完成作业对减轻家长在辅导孩子学业上的负担有一定帮助。 ,-0.667
支持但是感觉不太现实现在学生压力真的好大，家长压力也很大我同事天天下班就要赶回去辅导孩子? ,-0.667
放学都太早了，很多家长下班根本来不及接孩子//@海边不会游泳的鱼:适当延长在校时长，用校内自习时间完成作用挺好，以前就是这样的。iPad！//@兰心1893:在学校完成作业，回家做些学生感兴趣的，挺好，减负。 ,-0.667
哈哈哈哈哈，你们继续折腾老师吧，反正我逆反了！拜拜咯！? ,-0.667
说的真不戳2北京L你是不是又困的不行了的微博视频? ,-0.667
终于有一个看的顺眼的了? ,-0.667
我小学的时候除了周末，作业基本就没带回家过。我们小学生的理念：放学回家必须疯跑去玩！所以就在课间赶作业、赖在教室赶作业、趴在门口小卖部的玻璃柜台上赶作业、在马路牙子上写作业…就是坚决不带回家那时候晚上九点睡觉就算很晚了，好怀念? ,-0.667
这里指的应该是小学生。对于家长来说，非常有利于和谐亲子关系，家长因辅导作业而生病的案例也会明显下降。课后时间可以给孩子安排孩子喜欢的拓展阅读，增加阅读量。对于孩子来说，每天及时完成作业，养成不拖拉的好习惯，而且能够得到老师的及时辅导。对于老人来说，虽然放学时间会相应延后，但不一定会延得过父母加班的时间，所以应该还是需要老人接孩子，只希望延后放学后放学时间固定，便于记忆。好提议，支持！@新浪新闻@中国网直播@中国新闻网2北京收起全文d ,-0.667
emm……也不知道说一些什么啦反正邵帅yyds！邵校最帅！啊啊啊啊啊(应该能表现出我们东师附中对邵校的爱了)就附中很强邵校很棒附中学生学得玩得都很开心提议很不戳~? ,-0.667
如果这样的话可以不用每天放学后开那一个多小时的会完成各种材料活动的话，只看看孩子学习也是乐意的。2乳山市? ,-0.667
今年两会应该多建议提一下人民教师们的工资待遇等问题，再一个是家庭作业的问题，让学生在校内完成作业，不要让家长跟着孩子一起做作业…………L无声的夏风的微博视频? ,-0.667
哈哈！如果每天通校在校内完成作业真的很爽啊谁喜欢带着累赘回家? ,-0.667
? ，太强了 2西安·西安科技大学(骊山校园) ?,-0.667
希望他们有更广阔的天空。啊啊真的好心疼 ?,-0.667
太好了，每次作业口头布置完又写在黑板上，让小孩记，小孩非等回家问父母。放学只要因开会或值班等事宜没及时在班级群发布作业，就会有家长在群里问。 ?,-0.667
工大王锦鹏？ 2合肥·合肥工业大学(屯溪路校区) ?,-0.667
我个人表示支持，,-0.667
首先我认为学校在疫情期间封闭管理是正确的，但对于学生而言，学校校内物价上涨显然是不合理的，学校应尽快重视，这也是触发这次抗议的导火索，眼下最重要的是解决学生在校园封闭时期的诸多不便。 ?,-0.667
这个措施挺好的，不错，降低了学生玩手机的机会，有其他时间和活动来充实自己的生活············ ???,-0.667
我上小学的时候都是用一个小本本记作业，攒了好多漂亮的小本子。 ?,-0.667
星星之火，可以燎原 2西安·西安建筑科技大学(雁塔校区)(职业技术学院) ?,-0.667
《爱生如子》 2西安·西安外国语大学(长安校区) ?,-0.667
很赞成。主要存在一个个性与特长的关系。一个人的个性是天生的，是遗传的基因在起作用。如抑郁质的个性就潜在着奇才。即使抑郁质个性的人，也有一个倾向问题。只有个性中的一部分，对奥数有天生的领悟时，奥数才有吃透的能力。此时，后天再努力，几乎是徒劳的。因此，从心理学角度出发，院士不建议普通孩子学奥数是科学的态度。 收起全文d,-0.667
坚决反对形式主义，在有效保证学生安全的同时，保障学生基本生活需要，有序解封。实在不希望我的大学生涯变成一场“牢狱之灾”。 ?,-0.667
很难不支持，建议全国推广 ?,-0.667
好多学校都这样哦，图书馆位置还限制，又没有自习室，只能在宿舍待着 ?,-0.667
已经毕业的帮学弟学妹们一把！！！！支持解封！！！！！ ?,-0.667
德州学院 可能大部分人都是从小到大都被灌输做个听话的好孩子，可能我周围的人都不想出去吧。 ?,-0.667
即使有过举报的念头，这也是人群里极好的人性了 ?,-0.681
第一，免去了孩子借看作业之名行玩手机之实（比如我小表弟）第二，减轻了家长与老师的负担第三，照顾到了家里长辈不会使用手机的家庭第四，有效避免了一些广告商想借机给孩子做广告的隐患 ?,-0.681
 昨天和小姐妹打王者，有幸听到了这个盛大场面。 O网页链接 ?,-0.681
我们要站在阳光之下，感受阳光带给我们的温暖，毕竟这是黑夜所不能及的，更是黑夜所向往的。 ?,-0.688
最近高校事件频发，现在除了大学生，其他人生活基本自由，何必要搞这些个形式？疫情期间警惕性最高的，提醒家人带口罩的难道不是年轻人？我想不通大学难道是变相监狱吗，是不是只有学生的钱好赚，学生好关，被关在学校里，好让学校涨价赚翻？  ?,-0.688
这不是很早就要求了吗。。 ?,-0.688
 我很赞同这样的做法，现在的孩子们，你管不好，拿起手机就迷上了呀，这个想法不错············ ?,-0.688
不知道为啥看得我热血沸腾，当代大学生登上历史的舞台 ?,-0.688
再?一? ，让杰伦下去 2西安·西安理工大学(金花校区) ?,-0.688
我怀念以前上学专门有个写作业的小本本，每次开学前都去买图案好看的，这就对了 天天微信群通知 闹心 ?,-0.688
星火晓教育试讲，薛小静西安外国语大学英文学院。快来看看吧! L肺腑之研的微博视频 ?,-0.688
【】确实是这样。学奥数应该有一定的学习数学的基础和兴趣。 ?,-0.688
 我们学校也差不多了...国庆节暂不批...脑阔疼 ?,-0.688
打开微博真的惊呆惹，学生力量好强大，寄去祝福。大清早的喊一句，爱我西大 2西安·西北大学(长安校区) ?,-0.688
抖音概念：据外媒最新消息，美国总统特朗普批准了甲骨文与TikTok的合作协议。而就在19日，美国商务部宣布，将于20日生效的禁止在美国下载美国短视频分享应用程序TikTok的禁令至少推迟到9月27日。相关概念股：省广集团（002400）、天龙集团（300063）  ?,-0.688
  三战四战415，希望你们未来都会有灿烂的明天，希望你还能重拾那份热爱，也希望每个人都能心存善念，那几千个日日夜夜都有它的价值 ?,-0.688
虽然我不是西外的，陕西学校同样也遇到这种情况，学校超市一杯牛奶9元，学校只允许教职工及其家属自由进去，可以跳广场舞等 ?,-0.688
有肺的不止是大学生 2西安·西安外国语大学(长安校区) ?,-0.688
这个建议真不错?，因材施教才是对孩子最好的。阿潜的小可爱们 L木不子乐的微博视频 ?,-0.688
3月4日，全国人大代表、东北师范大学附属中学校长邵志豪表示，学校应统筹家庭作业时长。“现在教育部发布中小学要做课后服务，对小学生来讲，作业在校内就可以完成。对于初中生高中生来讲，（课后服务）时长够长的话，在校内也可以完成，回家可以自主选择一些拓展性、补充性作业。 O网页链接 收起全文d,-0.688
  毕业生发来贺电！！学弟学妹们，敬佩你们有敢于反抗的精神！不过，学校的物价不是这次贵，而是一直都贵，水果超市的水果（除了香蕉，苹果真的买不起，iphone对我来说是奢侈品）本来就贵的物价，还要涨，西外就那么小的地方，真给你掀了就问你怕不怕！学校不做人不是一两天了，前几天还搞情怀宣传招生，快跑！别来！ 收起全文d,-0.688
感谢 对于即将上任的我是天大的好事哈哈哈哈 ?,-0.688
真的不止西安外国语大学吧，我们学校也这样，虽然没有物价上涨，但是除了大学生之外谁都可以自由出入，校园里随处可见小学生是真的! ?,-0.688
我表示很赞同这样的做法,-0.696
 坚持我们中国文化最古老的教学方式，也是一种种弘扬我们中华悠久的文化历史，避免孩子们爱上手机，值得学习！············ ?,-0.696
今年毕业生，六月份回学校七天封校感受，进入校园很容易但是出来很难，我们为了回家只能签三方协议，因为不签三方协议，院领导班主任不签字不让我们走，学校里面的物价贵的要死，曾经一天生活费最高二十元 ，回校七天二十元仅仅是我的一顿饭钱，这是什么价格啊！！！！同样的一份菜封校吃出了天价 收起全文d,-0.702
 是不是说我们小时候的学奥数的痛苦，未来孩子们就不用再体验了，真为他们感到幸福  L咪咕纪录片的微博视频 ?,-0.702
学校封校的行为固然可以理解，但是最基本的要做好校内基础设施的完善吧。方便学生的日常生活，协调好学生吃饭洗澡，以及拿取快递外卖等等问题。这些措施的实行过程并不难，解决学生的切实问题，也不至于让他们怨气这么大。封校不仅仅是形式主义，更需要好好落实，保障学生的合法权益！ ?,-0.702
 重庆还不是一样的。 2重庆·重庆文理学院(红河校区) ?,-0.702
"迎中秋国庆双节倒计时，办理包年的会员一律享受历史最高优惠折上折（私信咨询），包年券领完截止哦我是@Stock环球之旅, 为你准备了一张V+限时优惠券～快来领取！加入我的V+，和我一起愉快互动吧>> 『优惠券中心』OStock环球之旅的优惠券 ?",-0.708
对人大表示失望 2广州·广东外语外贸大学北校区 ?,-0.708
能够让孩子进入名校（中小学）读书无疑是众多学生家长求之不得的事情，在这些升学率较高的中小学读书，孩子的成材率的确要更高一些，孩子受到的教育水平相对来说也要更高一些。因此，为了得到这些中小学名校的青睐，很多家长都会给孩子报名奥数学习班，有些孩子对奥数不感兴趣，但家长还是想方设法诱逼孩子去学习奥数。这些家长认为，即便孩子不能在奥数竞赛中获奖，也可以借此提升智力。久而久之，就演变成了众多学生家长趋之若鹜式地给孩子报名奥数学习班。 收起全文d,-0.708
 同志们务必继续地保持谦虚、谨慎、不骄、不躁的作风，同志们务必继续地保持艰苦奋斗的作风。 2西安·长安大学城 ?,-0.708
虽然说为防止疫情的再次爆发，大学实行封闭式管理无可厚非，但在实行封闭管理的同时，学校是否应该做好基础准备。食堂爆满，排队排到食堂门外；快递爆仓，堆在操场被雨浇湿；校园内的超市物价上涨；校区内教职工，行人，外卖员随意出行等各种问题屡见不鲜。高校在应对疫情的同时，应该 ?,-0.708
光靠行政令解决不了根本问题，不如加大职业教育的投入，让中职中专的孩子有更好的出路，让大家有自由选择的权利！不然还是会都有独木桥！！！ ?,-0.708
刚刚要赞同，一看我是大学生了 ?,-0.708
哈哈哈哈哈哈哈……笑话 2南京 ?,-0.708
 啊最早解封＋国庆八天，西大我爱了(?°з°)-? 2西安·西北大学(长安校区) ?,-0.708
这个好，让孩子养成自己记作业的好习惯 ?,-0.708
其实当时封校，俺学校除了不能出门，一切都很正常来着。至少来说菜鸟驿站没把我的宝贝快递搞丢 ?,-0.708
 【】3月4日，全国人大代表、东北师范大学附属中学校长邵志豪表示，学校应统筹家庭作业时长。“现在教育部发布中小学要做课后服务，对小学生来讲，作业在校内就可以完成。对于初中生高中生来讲，（课后服务）时长够长的话，在校内也可以完成，回家可以自主选择一些拓展性、补充性作业。” @中新视频 L中新视频的微博视频 收起全文d,-0.708
打响陕西高校解封第一枪，感觉离解封不远了 2西安·西安外国语大学(长安校区) ?,-0.708
看到学弟学妹们遭受这样的待遇，远程声援！！！！！ 2深圳 ?,-0.717
因为淋了很久的雨，所以想为你撑把伞。以后也不敢随意水群了，感觉一下子改变了很多人的命运。 ?,-0.729
瑞思掰，支持子，期望听到胜利的消息，同时希望临潼这个山沟沟能被胜利的曙光照耀到 ?,-0.729
我记得我上学的时候，下课时间把作业写完，然后回家看漫画看小说? ,-0.75
刚刚我们提示加仓的乾照光电 sz300102 直线拉升  ?,-0.75
相起当年复试，第一个进去面试，然后出来情绪亢奋的我，享受着众星捧月般的待遇，极其自然的把面试流程和抽的题目全都说出来了事后才觉得影响了考试的公平性，但是当时那个氛围又让人不好拒绝。 ?,-0.75
这家店的员工真有福气，西安外国语大学大鱼都吃上了美食大V秀向往的美食微博美食 微博热视频 t.cn/A648HRNf ?,-0.75
 这真是明智之举。这样不仅能锻炼了学生的自主能力！能让学生从小锻炼自主能力。希望相关部门必须重视普及。············ ?,-0.75
西北大的昨天都听见了 2西安·西北大学(长安校区) ?,-0.75
实施封闭式管理的目的起始是为了保护大学生群体的安全 ?,-0.75
希望各位同志可以看看～ 2西安·西安外国语大学(长安校区) ?,-0.75
我支持这个学校的做法。考前签了考试诚信承诺书的，在考试的过程中不能传播考试内容，复试没有结束，就是考试还在进行时。规则就是规则，社会的进步是制度和法制在评判，不是你在那逼逼赖赖的道德人为审判。 从人治到法治，中国走了两千多年。举报者是举报者的权利，为什么要接受不道德卑鄙这些网暴？ 没有什么冷冰冰，也没有什么三战四战可惜，只能说没有制度规则意识。 收起全文d,-0.761
真的，感觉心理已经有点问题了 我不是这个学校的，开学20几天。江苏常州,-0.761
 我感觉学校一般回应这种问题采取的方式都是出一个文件，内容大致就是:“官方地回答了他的废话…” 2西安·西北政法大学 ?,-0.766
 俺们西邮还是乖乖佛系的好，不得不说西外?，感谢西外人! （坐等渔翁之利?? ） ?,-0.766
西安就业，有偿安置，国企，事业单位，如果你不想再混日子了，这里可以提供一个更高的平台给你。另外有少量免费优质职位推荐哦   ?,-0.766
第九届中国（国际）猕猴桃产业发展大会将于9月22-23日在眉县举办。眉县县委书记刘志生向国内外专家学者、采购商、果品经销企业、各大电商平台和各界朋友发出诚挚邀请。@眉县发布 @眉县宣传 L高生辉的微博视频 2西安 ?,-0.766
  举报的人是什么心态，在群里分享经验的肯定也是因为复试完很激动。彼此之间都是竞争对手，其实人家完全没有必要给其他人分享，得到一些对考试有利的信息上岸又多了一分希望。这样以后考研圈的人，还有人会把自己的经验分享出来么。 ?,-0.771
我们学校也跟所有陕西高校一样，前两天同学家里有白事都不给请假 ?,-0.771
 挺好的，开学以来我好像没有在班级群里出现过了，都让学生自己记作业。希望上面也不要让老师去要求学生在手机上学啥青骄第二课堂各种问卷各种投票点赞了好吗 ?,-0.771
现在很小的小孩子都在玩手机确实不是很好，挺有必要的！ ?,-0.771
兄弟姐妹们学学西安外国语，我们的权利要靠自己去争取 ?,-0.771
基建：8月新增信贷社融数据表现依然不俗，同时地方政府债券发行重新提速，继5月后发行额再次突破1万亿元。近期，各地项目集中开工加速推进，有效支撑了基建投资保持高位。相关概念股：中国建筑（601668）、中国中铁（601390）  ?,-0.771
支持 我们小时候也都是写在黑板上，学生自己记，学生忘了第二天受处罚就好，这样也能让学生长记性。以前读书真的哪有这么多事，老师和学生虽然会偶尔小矛盾，但都会解开，又变成很温馨的师生关系，哪会变成现在这样的对立面。都值得反思。学生时代最美好的时代，大家还是应该一起好好和谐营造。现在长大了回忆最多的就是学生时代受过的训、改正后努力学习等等这样起伏的事。 收起全文d,-0.771
 支持人大做的没毛病不愧是我想上的学校 ?,-0.771
建议其他城市推广。内容包括：一要明确手机有限带入校园的条件；二要明确手机统一保管的场所、方式、责任人；三要明确学生在校期间与家长便捷联系的公共通道；四要明确教师不得用手机布置作业或要求学生利用手机完成作业；五要明确家长对孩子使用手机监督管理的教育职责；六要明确对违规学生的惩戒办法 收起全文d,-0.787
吾辈楷模，大西北就靠你们了 2西安·西安工业大学(未央校区) ?,-0.787
虽然已经毕业了！在别人的母校读研，还是想看热闹！！还是觉得母校好 2武汉·华中师范大学 ?,-0.792
 我觉得我们大概缺少了像他们一样的勇气学校sb事太多都已经习惯逆来顺受了 ?,-0.792
"          西安外国语大学,好！       ",-0.792
群众的力量是无穷的，女群众更是? 2西安·西北工业大学学长安校区 ?,-0.792
河北师范大学祝贺西安外国语解封 英勇无畏的西外人民万岁！！！ 2石家庄·河北师范大学(新校区) ?,-0.792
作为一个西外的学生，在最近生了很严重的病，不敢去麻烦任何人，完全靠自我痊愈，希望我们能多给身边的同学一些爱，不要让他们那么绝望。也希望学校能有所作为，别让学生寒心！@陕西省教育厅 O网页链接 ?,-0.792
【小调查：你认为？】全国政协常委、中国科学院院士袁亚湘表示，不建议普通孩子学奥数，奥数只是极少数孩子去学的，不适合大范围学习。特别不喜欢数学的孩子学习奥数，可能会把学习兴趣搞没，普通孩子也没必要去学习那些怪怪的、奇特的技巧。，你怎么看？O网页链接收起全文d ,-0.8
关于这个问题，作为全国教育看东北，东北教育看沈阳的我们来说，有几点想说，第一点留作业是应该的，我们小时候也是这样过来的，但希望留那种孩子自己就可以独立完成的，不需要家长来配合，第二，很多不知道为什么必读的书，可以要求，但也希望可以学校统一来订，缴费可以，但各种版本不同确实很头疼，第三作为家长愿意配合学校的一切安排，但也请互相理解，学校是为了教育我们的孩子，我们也是为了教育我们的孩子，只有孩子不知道是为了什么，所以还希望学校可以加强培养“学习的原因”这一科目收起全文d ,-0.8
有利也有弊吧。加大老师工作量，有双面性? ,-0.8
现在的学生已经很累啦，假期就让他们放松一下不好吗，可以适当布置一些少量的作业? ,-0.8
老师工资真的只有三千吗，我还想当老师，就单纯问问。? ,-0.8
想当年我回家基本都不做作业，要么回家前做完了要么早点回学校补作业，回家书包拉链都不拉开? ,-0.8
不布置作业，让孩子们多些体育活动和活动。? ,-0.8
这好呀，我读初中都是在学校完成的? ,-0.8
如果我小时候就这样，我爸妈应该会很开心的吧? ,-0.8
虽然没有什么比较性，时代不同。但是我们小时候都是回家半小时之内写完作业，或者在学校课余时间写完了? ,-0.8
我们这里有延时课，基本上孩子的作业都能在学校完成，挺好的iPad ,-0.8
